"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"15",90016,47596,327.666666666667,2127,17291,25462,10053,9551,1695,3407,5608,5183,4199,1475,761,450,1710,3199,5403,5414,4950,2064,1209,869
"16",90017,23768,87.0000000000001,2335,1296,16526,10667,6700,914,1434,4185,3397,1732,615,359,182,840,1424,3399,2516,1515,589,425,242
"17",90018,49310,375.333333333333,1833,15111,29312,12886,12136,1845,3632,5943,5269,4271,1539,819,452,1738,3327,5743,5394,5002,1918,1268,1150
"18",90019,64458,389.333333333333,8068,14712,29701,13004,11714,2024,3762,7550,7790,6106,2307,1187,716,1997,3645,6989,7715,6790,2874,1626,1380
"19",90020,38967,140,4030,2140,13638,6933,5564,1174,2119,4704,5835,3541,1256,535,217,1089,1936,4666,5475,3826,1519,708,367
"20",90021,3951,26.6666666666667,858,1200,1631,1137,639,51,155,386,725,982,372,93,26,57,71,259,321,326,93,25,9
"21",90022,67179,326,1163,140,65152,15674,21147,2909,5645,8765,7374,5044,1807,1038,634,2761,5464,8229,7152,5444,2290,1503,1120
"22",90023,45903,202,508,119,44854,14620,14658,2037,4091,6216,5201,3327,1128,646,391,2116,4022,5640,4943,3373,1314,832,626
"23",90024,47452,237.333333333333,27197,969,4314,11029,996,552,868,12372,3287,2159,1174,920,916,524,821,14341,3050,2405,1576,1110,1377
"24",90025,42147,220.666666666667,24328,1129,6354,4969,3055,1002,1189,5904,6511,3276,1464,883,630,959,1137,5867,5917,3520,1838,1056,994
"25",90026,67869,312.666666666667,14329,1752,38701,14390,14204,2070,3639,8917,9748,6350,2114,1106,571,1845,3666,8317,8538,6010,2441,1500,1037
"26",90027,45151,337.333333333333,26767,1320,9567,9329,4742,912,1417,4868,6818,4659,1848,1097,743,829,1333,5330,6063,4425,2006,1570,1233
"27",90028,28714,171,13991,2168,9229,6906,3616,399,699,5211,5137,2785,927,567,331,391,724,4129,3131,2017,961,761,544
"28",90029,38617,238.666666666667,7898,1075,22660,8957,9216,1097,2209,5214,5134,3606,1219,698,398,1070,2056,4469,4344,3679,1610,1055,759
"29",90031,39316,234,1985,399,26643,11344,11967,1435,2863,4802,4380,3481,1373,729,483,1339,2732,4489,4256,3619,1549,963,823
"30",90032,45786,252.333333333333,2129,843,37372,8432,11141,1640,3429,5795,5029,3797,1498,889,487,1591,3181,5712,4815,4033,1864,1196,830
"31",90033,48852,262.333333333333,1064,690,44703,15571,14005,2116,4176,6677,5277,3635,1343,727,474,2126,3936,5985,5091,3759,1514,1030,986
"32",90034,57964,235.666666666667,21322,5836,17228,8907,6023,1645,2576,8306,8642,4681,1769,768,441,1576,2515,8032,7998,5139,2093,1004,779
"33",90035,28418,202.666666666667,20373,2474,2428,2874,1491,952,1391,2676,3415,2562,1139,631,560,921,1362,3170,3523,2802,1419,844,1051
"34",90036,36865,214.666666666667,23054,2061,2991,3873,743,1110,1528,4181,6032,3038,999,570,456,1017,1486,5319,5583,2827,1192,734,793
"35",90037,62276,276.333333333333,698,13315,46954,22352,18675,2853,5172,8691,6998,5088,1421,629,335,2700,4873,8096,6661,5413,1744,952,650
"36",90038,28917,114,7858,1089,17056,7306,6192,826,1526,4417,4506,2672,860,380,196,729,1426,3642,3380,2470,987,579,321
"37",90039,28514,185.333333333333,10264,573,11674,4117,3508,840,1385,2684,4121,3049,1211,738,355,744,1274,2679,3759,2747,1449,837,642
"38",90040,12520,77,409,60,11809,1740,3749,506,1003,1578,1268,1006,405,225,138,499,974,1509,1301,1016,490,325,277
"39",90041,27425,189.666666666667,8454,552,9869,3381,2959,697,1452,3114,2913,2770,1186,686,394,657,1283,3166,2954,2942,1507,920,784
"40",90042,62430,292,8765,1289,43697,9726,13510,2247,4212,7502,7644,5586,2084,1020,541,2188,4093,7145,7354,5910,2611,1416,877
"41",90043,44789,412.333333333333,1002,28877,13049,9234,6297,1318,3072,4584,3797,4398,1745,1130,517,1358,2962,4639,4610,5429,2491,1638,1101
"42",90044,89779,515.333333333333,895,32766,54351,27977,20393,4222,7952,11332,8705,6940,2206,1255,516,4048,7705,11616,9676,8114,2799,1714,979
"43",90045,39480,247.333333333333,20086,5420,7203,4496,1551,1086,1945,5219,3944,3934,1554,730,546,1016,1856,5614,4369,4191,1711,874,891
"44",90046,48581,369,37931,1625,4787,7585,2234,687,959,5387,9160,5574,1961,1208,918,706,874,5944,6547,3701,1982,1410,1563
"45",90047,48606,457.333333333333,446,31446,15393,9070,6609,1612,3418,5313,4131,4253,1677,1252,473,1522,3412,5549,5036,5563,2614,1839,942
"46",90048,21397,194.666666666667,16898,625,1579,1536,937,460,486,1873,3420,2006,834,498,555,486,483,2411,3265,1842,1072,652,1054
"47",90049,35482,241,28631,497,1934,2368,799,802,1539,2954,3663,3372,1892,1197,940,800,1609,3972,4130,3815,2183,1337,1277
"48",90056,7827,93.3333333333333,896,5828,455,364,172,147,405,554,523,829,459,337,182,150,371,604,709,1157,662,405,333
"49",90057,44998,224,2410,1880,31147,15243,13021,1782,2737,7356,6426,3640,1231,673,455,1637,2541,5257,4810,3345,1366,917,825
"50",90058,3223,13.3333333333333,148,273,2618,2024,1222,173,317,409,307,233,68,38,10,161,289,426,351,285,90,42,24
"51",90059,40952,230.333333333333,358,13725,26242,13590,9505,2173,4022,5312,3617,3057,847,385,210,2034,3974,5627,4238,3389,1050,583,434
"52",90061,26872,166.333333333333,260,9767,16379,7690,6327,1240,2406,3452,2595,2141,633,386,196,1229,2338,3381,2898,2321,764,517,375
"53",90062,32821,206,370,12024,19373,8101,7661,1222,2534,4128,3323,2856,942,492,223,1244,2389,4034,3521,3338,1268,788,519
"54",90063,55758,276.666666666667,761,190,53975,12880,16440,2484,4826,7373,6107,4091,1539,854,569,2474,4671,6901,5763,4277,1767,1165,897
"55",90064,25403,180.666666666667,15592,630,3825,2879,1104,755,1319,2334,2991,2480,1215,715,488,727,1268,2272,3042,2737,1435,788,837
"56",90065,45527,244.333333333333,7886,773,29101,7857,9453,1571,3033,4972,5548,4434,1876,959,480,1533,2885,4485,5241,4457,2109,1175,769
"57",90066,55277,346.666666666667,26331,1979,16768,6642,5227,1728,2633,5911,7726,5387,2280,1220,829,1628,2439,5329,7299,5511,2534,1457,1366
"58",90067,2424,47.3333333333333,2006,23,88,196,62,28,30,96,158,157,171,208,226,27,21,113,153,214,252,259,311
"59",90068,22286,128,16784,967,2199,2390,560,457,511,2163,4135,2864,1050,517,321,424,563,2166,3272,2035,974,433,401
"60",90069,20483,147,16314,583,1831,2424,546,242,200,1971,4411,3403,986,599,341,214,227,1846,2513,1592,821,622,495
"61",90071,15,1.33333333333333,4,5,5,0,0,0,0,3,3,6,1,0,0,0,0,1,0,1,0,0,0
"62",90073,539,16.6666666666667,231,236,55,242,177,1,0,15,65,222,125,33,45,0,0,5,5,11,4,3,5
"63",90077,9377,58.0000000000001,7618,138,458,274,84,223,605,572,679,1109,699,413,294,210,565,579,817,1218,727,392,275
"64",90079,0,0.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",90089,3217,0,1425,135,355,90,7,0,0,1420,10,5,0,1,0,0,0,1765,14,2,0,0,0
"66",90090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",90094,5464,15.6666666666667,2806,602,549,340,20,214,113,606,1050,334,150,57,35,217,96,827,1037,393,196,64,75
"68",90095,3,0.999999999999999,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"69",90201,101279,327,3357,608,96083,26126,32163,4739,9539,13433,11454,7652,2338,1037,466,4464,9139,13001,11159,7858,2756,1414,830
"70",90210,21741,187.333333333333,18094,367,1092,1501,705,492,1248,1490,1472,2396,1511,933,750,473,1244,1667,1968,2618,1585,959,935
"71",90211,8434,63.6666666666667,6214,197,541,581,285,170,474,774,771,886,368,221,185,148,450,964,994,1033,415,280,301
"72",90212,11555,73,8881,299,681,642,355,238,598,1042,1050,1145,542,319,277,225,564,1294,1410,1453,657,373,368
"73",90220,49328,328.333333333333,1052,19198,27720,11403,10654,2170,4386,5973,4689,4109,1232,800,414,1975,4144,6131,5176,4565,1707,1168,689
"74",90221,53704,239.333333333334,526,11719,40462,12951,13581,2681,4995,7093,5406,4093,1263,615,200,2641,5009,7103,5572,4261,1506,915,351
"75",90222,31869,187.333333333333,228,9526,21741,7232,6902,1417,3050,4104,2985,2369,779,405,266,1548,2866,4225,3214,2678,894,589,480
"76",90230,31766,220,12197,3189,10325,3161,3019,902,1896,3134,3463,3010,1286,737,504,919,1764,2893,3742,3698,1837,1106,875
"77",90232,15149,108.333333333333,7261,946,3932,1018,998,365,759,1613,1904,1533,613,306,240,396,750,1470,1892,1718,738,391,461
"78",90240,25876,154,5099,559,17702,2191,3427,847,1960,2808,2637,2358,962,512,417,813,1842,2753,2924,2538,1111,676,718
"79",90241,42399,276.666666666667,8198,1159,29716,4716,6736,1423,3093,4990,4515,3733,1385,792,535,1458,2927,4862,4955,4078,1682,1035,936
"80",90242,43497,237.333333333333,6489,2116,31578,5482,7075,1696,3432,5319,4714,3647,1342,634,423,1577,3269,5317,5005,3936,1619,864,703
"81",90245,16654,89,11515,321,2609,575,425,407,1057,1684,1907,2071,698,305,175,424,1043,1503,1996,2053,646,389,296
"82",90247,47487,319.666666666667,3040,8698,22553,9857,6875,1691,3282,5150,5170,4384,1756,1045,739,1609,3084,5043,5172,4699,2042,1408,1213
"83",90248,9947,78.6666666666667,1127,1449,3949,739,1807,295,545,912,1000,1072,434,322,243,290,564,899,986,1060,531,473,321
"84",90249,26669,166.666666666667,3537,7930,10048,3489,3300,883,1760,2781,2747,2619,1136,663,308,829,1785,2741,2918,2849,1408,750,492
"85",90250,93193,424.333333333333,11205,22850,49305,15010,14480,3778,7053,11024,10381,8164,2776,1305,632,3617,6741,11489,11092,9016,3285,1730,1110
"86",90254,19506,82,15780,216,1632,699,231,515,854,2191,3173,2183,843,357,157,477,818,2086,2737,1760,750,348,257
"87",90255,75066,257,1211,238,72962,19343,24765,3344,6452,10038,8553,5730,1992,963,453,3147,6332,9357,8291,6106,2310,1317,681
"88",90260,34924,158,6496,2940,20365,4871,5586,1346,2575,4327,4260,3243,1011,488,259,1238,2482,3940,4185,3329,1233,605,403
"89",90262,69745,257.333333333333,1539,6725,60451,14166,19308,3193,6292,9154,7353,5279,1654,674,320,3131,6258,9368,8154,5754,1828,827,506
"90",90263,1612,0.666666666666666,1005,93,214,0,0,0,0,664,1,0,0,0,0,0,0,946,1,0,0,0,0
"91",90265,18116,93.6666666666667,15337,301,1299,1213,398,340,1036,1769,1225,2412,1350,666,361,263,944,1496,1483,2522,1192,634,423
"92",90266,35135,186.333333333333,27873,282,2440,1107,322,1074,2617,2641,3699,4249,1900,890,535,957,2647,2510,3852,4259,1760,882,663
"93",90270,27372,100.333333333333,498,46,26676,6966,9074,1323,2537,3785,3255,1968,681,303,140,1262,2328,3440,2995,1969,771,399,216
"94",90272,22986,167,19881,165,1039,927,382,602,1720,1326,1493,2802,1573,848,588,634,1600,1227,1978,3166,1719,884,826
"95",90274,25209,200.333333333333,17523,335,1433,563,342,455,1817,1599,1271,3234,1742,1216,865,422,1785,1473,1735,3483,1870,1274,968
"96",90275,41804,350.333333333333,23424,988,3562,1940,611,801,3001,2928,2649,5200,2438,2001,1265,744,2716,2515,3355,5466,2830,2235,1660
"97",90277,35293,206,25424,696,4118,1594,933,863,1497,2969,4348,4538,1930,836,540,813,1472,2927,4517,4329,1853,1011,850
"98",90278,40071,186.666666666667,24305,1220,7004,2221,1554,1533,2334,3431,5360,4555,1599,709,327,1406,2163,3386,5426,4620,1711,917,594
"99",90280,94396,339.333333333333,3233,585,89442,18456,26339,4097,8103,12016,10289,7502,2623,1154,537,3866,7991,12027,10322,8207,3148,1552,962
"100",90290,6368,26.6666666666667,5455,80,412,489,74,151,416,373,606,971,474,129,60,165,401,356,711,973,404,124,54
"101",90291,28341,121.333333333333,18885,1415,5668,3065,1587,652,927,2834,5444,3017,1182,481,220,660,918,2817,4495,2631,1194,522,347
"102",90292,21576,126.333333333333,15917,1028,1769,1772,241,409,386,1778,3442,2241,1340,732,401,414,381,2082,3179,2223,1352,716,500
"103",90293,12132,68.6666666666667,8396,675,1284,769,188,260,249,1178,1795,1309,655,277,167,228,286,1267,1756,1402,748,302,253
"104",90301,36568,203,1177,11510,22553,8524,7604,1329,2740,4373,3827,3292,1250,568,254,1364,2608,4349,4161,3738,1475,724,516
"105",90302,29415,155.333333333333,1266,14297,12615,5525,4281,1096,2173,3347,3086,2602,933,404,162,1098,2046,3613,3559,3221,1218,554,303
"106",90303,26176,130,351,8891,16196,6689,5754,1111,2180,3272,2616,2197,785,426,146,1043,2130,3213,2737,2438,1068,573,241
"107",90304,28210,90,830,1116,25500,7612,7615,1293,2554,3871,3279,2359,735,301,111,1259,2451,3516,2947,2270,735,348,181
"108",90305,14853,130.333333333333,295,12247,1725,1296,1114,355,858,1248,1253,1522,653,448,215,405,795,1289,1607,2049,1060,673,423
"109",90401,6722,53.3333333333333,4681,362,673,986,276,92,108,836,1180,733,285,194,96,71,116,854,908,532,287,223,207
"110",90402,12250,97.6666666666666,10348,118,548,479,118,287,797,658,1006,1455,833,460,313,319,827,685,1142,1608,881,506,473
"111",90403,24525,162.666666666667,19214,440,1790,2049,549,528,837,1933,3318,2567,1073,649,521,478,766,2389,3686,2714,1333,891,842
"112",90404,21360,197,11216,1608,5334,2732,1709,456,805,2718,2746,2053,762,415,337,432,769,2555,2814,2137,973,607,781
"113",90405,27186,179,19482,852,3468,3327,823,627,1047,2456,3688,3136,1429,616,365,529,948,2556,3654,3146,1507,754,728
"114",90501,43180,219.333333333333,11107,2165,18175,6512,5174,1499,3029,4957,4915,4380,1545,790,368,1458,2875,4580,4987,4417,1743,993,644
"115",90502,18010,137.666666666667,3547,1227,6441,1142,2410,598,935,1729,2052,1863,845,501,288,513,897,1625,1938,2018,948,699,561
"116",90503,44383,336.333333333333,18291,1072,5122,3160,1874,1230,2788,3880,4562,5222,1886,1171,742,1186,2657,3828,4932,5387,2089,1533,1290
"117",90504,32102,225.333333333333,9946,1173,7075,1900,2634,829,2104,3340,3152,3711,1369,832,549,743,1849,2918,3397,3820,1466,1116,907
"118",90505,36678,284.333333333334,18179,760,4093,2872,1413,939,2442,3018,3274,4474,1671,1074,792,848,2356,2828,3812,4637,1866,1411,1236
"119",90506,0,0.999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",90601,31974,207.333333333333,6948,308,22587,2785,3462,1046,2222,3130,3477,3046,1269,702,420,1014,2104,3339,3621,3379,1545,895,765
"121",90602,25777,145.666666666667,5109,298,19274,4429,3767,1028,1924,3416,2765,2176,766,367,278,966,1786,3393,2796,2288,868,468,492
"122",90603,20063,176.333333333333,8616,131,10091,780,996,576,1350,2021,1862,2170,798,480,437,556,1278,1959,1998,2278,912,632,756
"123",90604,39407,233.666666666667,10734,553,25542,3309,5004,1386,2915,4593,4138,3782,1246,714,496,1327,2914,4378,4311,3879,1525,1040,763
"124",90605,40331,226.333333333333,7046,319,31156,4605,7481,1444,3304,4871,4229,3798,1300,656,431,1321,3180,4604,4268,3938,1453,856,678
"125",90606,32396,192.333333333333,3133,230,28159,2979,6809,1175,2553,3788,3427,2870,1083,650,390,1104,2399,3578,3473,3047,1294,858,707
"126",90620,45113,318,15876,1302,14915,3224,3897,1320,3102,5075,4355,5005,1757,1048,579,1199,2859,4666,4484,5199,2037,1471,957
"127",90621,35153,139.666666666667,6349,1470,16626,4998,5534,1368,2655,4329,3932,3217,1066,554,256,1328,2568,4139,4040,3314,1230,678,479
"128",90623,15554,91,4308,767,2493,1005,930,376,1001,1532,1369,1652,884,512,190,375,941,1457,1564,1826,983,607,285
"129",90630,47993,272.333333333333,21031,1389,8689,3089,2529,1207,3379,5051,4229,5530,2020,1238,550,1173,3088,4678,4969,5986,2416,1641,838
"130",90631,67619,450.000000000001,22352,901,36476,7559,7727,2379,4872,7892,6776,6547,2531,1364,959,2262,4656,7436,6994,6785,2805,1810,1551
"131",90638,49012,369.333333333333,18602,1016,19471,2367,4033,1272,2910,5917,4396,4863,1989,1345,828,1237,2811,6156,4516,5072,2392,1789,1519
"132",90640,62549,403.666666666667,5331,380,49629,9324,12388,2209,4523,7148,6394,5148,2212,1551,1004,2090,4324,6840,6627,5865,2865,2132,1617
"133",90650,105549,595.666666666666,13007,4135,74041,11547,18305,3878,8306,13172,11164,9444,3489,1827,1084,3538,7898,12122,11250,9970,4091,2530,1786
"134",90660,62928,417,3272,365,57395,7206,13349,2176,4704,7393,6418,5629,2208,1333,877,2084,4531,7289,6384,5870,2685,1902,1445
"135",90670,14866,117,1851,283,11929,1052,2672,437,1078,1708,1454,1346,540,337,263,398,1060,1586,1537,1424,762,521,415
"136",90680,29945,180,6725,595,15059,4215,5935,1181,2273,3530,3340,2627,1014,564,282,1147,2158,3226,3271,2761,1205,743,623
"137",90701,16591,132.333333333333,3534,546,5914,1632,2686,453,1047,1899,1684,1801,725,386,232,432,1015,1743,1590,1833,727,524,500
"138",90703,49399,295.333333333333,8149,3320,6167,2678,2620,982,3007,4716,4034,5267,3380,1733,666,989,2772,4362,4621,6047,3931,1828,1064
"139",90704,4090,15,1808,12,2150,543,593,132,289,458,427,488,182,71,54,133,255,405,386,468,186,95,61
"140",90706,76615,438.333333333333,14971,10374,40084,10148,10287,3007,6030,9121,8002,6777,2469,1184,613,2834,5854,9221,8591,7358,2918,1516,1120
"141",90710,25457,181,5319,3237,11422,3513,4088,896,1715,2676,2613,2401,1046,580,364,857,1676,2604,2686,2686,1347,778,532
"142",90712,31499,237,13188,3288,8788,1747,2113,1032,2139,3098,3291,3387,1257,631,442,897,1987,3052,3550,3707,1392,849,788
"143",90713,27925,224.333333333333,15550,1221,7098,1240,1458,819,1895,2779,2781,3211,1164,527,398,807,1801,2640,3061,3380,1267,728,667
"144",90715,20388,109.666666666667,3981,2066,8173,2086,2257,658,1482,2460,2196,1925,681,386,147,644,1421,2337,2354,2148,841,502,206
"145",90716,14184,63.3333333333333,986,478,11004,3113,3736,663,1269,1938,1493,1010,396,212,97,619,1210,1727,1522,1123,469,291,145
"146",90717,21318,144.666666666667,9188,1003,7077,2006,2061,691,1282,2081,2244,2423,902,455,239,642,1208,2017,2290,2611,1133,627,473
"147",90720,21751,169.333333333333,14522,376,3739,1079,784,474,1501,2136,1727,2591,948,574,472,466,1596,1985,1989,2763,1010,790,729
"148",90723,54099,226.333333333333,3015,5980,42548,11414,13133,2381,4869,6860,5836,4116,1395,596,262,2304,4855,6980,6176,4499,1687,797,486
"149",90731,59662,379,19325,3986,31732,10945,9576,2133,4032,6559,6751,6297,2416,1154,609,2080,3892,6164,6466,6121,2567,1408,1013
"150",90732,21115,214,12142,886,5602,1316,1320,604,1160,1503,1958,2218,1144,718,538,552,1071,1635,2084,2595,1418,974,943
"151",90740,23729,477.333333333333,18192,259,2286,1772,1097,374,841,1302,1458,2164,1585,1386,1313,377,859,1409,1568,2323,2061,1953,2756
"152",90742,831,9.99999999999999,693,4,70,133,35,15,28,82,104,118,68,29,10,6,21,67,77,105,61,21,19
"153",90743,456,2.66666666666667,381,0,45,70,0,12,27,27,52,64,35,20,1,9,27,25,46,56,33,16,6
"154",90744,53815,237,2532,1473,47792,14482,14075,2481,4877,7092,5942,4313,1535,686,372,2306,4566,6680,5685,4215,1637,884,544
"155",90745,57251,362.666666666667,4804,4262,24844,4549,8240,1691,3972,6355,5403,5779,2468,1414,672,1691,3829,6060,5698,6192,2943,1938,1146
"156",90746,25990,219.666666666667,1407,16577,4947,1898,2334,644,1644,2631,2110,2430,1292,893,300,626,1544,2919,2495,3011,1813,1188,450
"157",90747,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",90755,11074,51,3356,1427,3471,1164,841,428,715,1122,1311,1173,469,148,96,400,696,1167,1336,1185,491,188,149
"159",90802,39347,274.666666666667,13522,6380,14638,7623,4805,1096,1625,4929,5936,4225,1527,683,366,1031,1685,5203,5049,3451,1384,671,486
"160",90803,32031,239,23744,895,4491,2552,654,565,998,2873,3866,3706,2154,918,529,602,1025,3359,3810,3780,2164,924,758
"161",90804,40311,203,9870,5568,17163,10456,5932,1502,2587,5888,4801,3302,1009,369,228,1433,2530,6370,4739,3455,1126,489,483
"162",90805,93524,453,8490,18581,52166,20039,16782,4064,8256,11771,9394,7617,2603,1052,472,3950,7875,12231,10375,8438,3038,1476,912
"163",90806,42399,254.333333333333,3838,7404,21360,11446,7465,1803,3457,5379,4285,3651,1267,599,276,1729,3300,5333,4673,3929,1455,743,520
"164",90807,31481,278.666666666667,12074,5089,7546,2164,2322,998,1842,2908,3255,3539,1478,651,482,915,1702,2959,3637,3815,1569,787,944
"165",90808,38232,322.333333333334,24376,1288,7720,2022,1580,1076,2470,3262,3772,4500,1755,889,684,1029,2372,3128,4121,4890,1931,1159,1194
"166",90810,36735,227,2248,4373,19516,6762,6411,1401,3017,4449,3562,3334,1224,736,344,1328,2860,4402,3711,3365,1456,934,612
"167",90813,58911,281.666666666667,3999,7731,37695,20366,13885,2896,5127,8291,6315,4499,1413,612,272,2721,5121,8197,6240,4548,1506,721,432
"168",90814,19131,104.333333333333,10788,1387,4616,2303,887,504,783,2193,2538,2056,783,321,178,455,747,2398,2567,2040,863,365,340
"169",90815,39733,336,24438,1813,7168,2948,1452,1052,2148,4903,3661,4077,1653,838,792,997,2061,5183,3864,4292,1843,1085,1284
"170",90822,117,6,63,36,12,0,2,0,1,1,4,29,40,16,18,0,2,1,0,4,0,0,1
"171",90831,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",91001,36126,235,12795,9499,10469,3729,3346,1078,2374,3236,3332,4248,1827,857,469,998,2225,3019,3621,4653,2210,1150,829
"173",91006,31715,215.666666666667,8840,270,4335,1866,1934,752,2117,2815,2658,3865,1645,907,524,711,2061,2616,3198,4216,1781,1065,784
"174",91007,34095,237,8491,439,4367,3670,2423,737,2002,2932,3005,3792,1665,1060,846,717,1911,2845,3530,4267,1875,1363,1548
"175",91008,1391,6,823,23,240,48,122,18,59,105,65,148,93,52,74,20,44,93,79,173,96,54,218
"176",91010,26074,232.333333333333,5959,1926,14075,1796,3670,827,1724,2669,2577,2573,1102,620,369,790,1653,2552,2742,2771,1411,879,815
"177",91011,20280,130.666666666667,13118,101,1271,395,321,386,1660,1716,1086,2835,1174,617,389,365,1560,1569,1508,3056,1147,703,509
"178",91016,40598,259,16410,2468,15939,4098,4072,1335,2678,4043,4333,4174,1635,778,458,1286,2444,3875,4755,4767,2088,1046,903
"179",91020,8415,61,4606,90,1164,816,492,185,560,795,850,954,337,170,115,194,480,807,996,1067,423,218,264
"180",91024,10917,76.6666666666667,7891,191,1628,932,294,251,634,697,965,1385,700,328,205,262,591,647,1111,1575,809,409,348
"181",91030,25616,137,11179,736,4765,1556,557,683,1745,2202,2607,2896,1124,580,323,641,1629,2292,3203,3218,1285,678,510
"182",91040,20372,167.666666666667,12836,239,4969,1770,2222,507,1052,1993,1848,2756,1094,538,332,511,1033,1823,1925,2702,1165,635,458
"183",91042,27585,157.666666666667,16450,405,7140,4153,3049,745,1538,2887,2697,3473,1441,630,323,712,1414,2669,2795,3558,1431,768,504
"184",91046,156,5,119,0,21,38,46,3,3,9,5,3,5,10,13,0,3,2,5,8,11,35,41
"185",91101,20460,126.333333333333,8112,1596,5586,4100,1920,589,639,2763,3220,1502,592,317,304,588,604,2870,2980,1515,775,522,680
"186",91103,27480,219.333333333333,5210,5516,14190,3925,5866,929,1947,3169,2784,2548,1121,624,359,968,1856,2949,2848,2697,1313,732,636
"187",91104,36751,200.666666666667,15234,3708,13836,4268,5431,1269,2176,3668,4146,3864,1538,797,416,1202,2140,3420,4250,4228,1801,995,841
"188",91105,11254,112.333333333333,7383,503,1595,735,226,245,442,687,1115,1322,773,483,365,240,414,708,1092,1275,915,598,580
"189",91106,24229,120.333333333333,10280,1530,6318,2965,1716,674,956,3446,3158,2093,907,453,306,590,974,3042,3084,2251,1167,588,540
"190",91107,32940,255,15389,1659,8320,2278,1829,987,1744,2881,3587,3594,1590,896,661,880,1706,2780,3736,3787,1920,1112,1079
"191",91108,13361,82,5003,54,874,453,309,244,1142,1012,837,1677,757,446,295,281,1023,914,1118,1874,795,552,394
"192",91201,22781,160,15652,271,3877,3298,3304,537,1150,2424,2414,2517,1066,685,330,507,1096,2326,2486,2680,1211,834,518
"193",91202,22830,157,15731,303,2342,2542,1966,594,1081,2115,2363,2439,1039,695,479,555,982,2222,2557,2792,1290,939,688
"194",91203,13220,86.6666666666667,7826,175,2312,2078,1872,318,674,1372,1531,1320,539,336,189,314,572,1482,1553,1543,714,491,272
"195",91204,16032,126.333333333333,7013,282,5362,2854,2484,427,888,1696,1849,1568,624,411,236,404,810,1731,1886,1711,758,554,479
"196",91205,37810,279.333333333333,20989,470,9599,8702,5635,975,1965,4384,3856,3816,1519,989,580,841,1810,4161,4134,4317,1893,1562,1008
"197",91206,33065,245.333333333333,20743,498,4822,3593,3541,773,1498,3038,3351,3543,1606,1084,651,771,1456,3189,3615,3964,2021,1445,1060
"198",91207,10506,86.9999999999999,7775,80,1081,437,622,276,513,745,908,1230,616,404,232,278,509,822,1103,1306,713,475,376
"199",91208,16245,110,11212,110,1774,855,358,417,990,1307,1400,1962,892,512,276,404,968,1273,1718,2129,985,573,439
"200",91210,328,2,174,8,30,5,0,7,9,46,58,30,8,2,2,6,9,45,57,28,10,7,4
"201",91214,30356,194.333333333333,17707,176,3320,1775,1144,623,2141,2923,2365,4073,1387,728,402,639,2077,2695,2945,4320,1453,879,706
"202",91301,25488,129.666666666667,20204,318,2325,1341,715,579,1848,2375,2033,3448,1433,512,283,536,1807,2131,2331,3810,1427,522,413
"203",91302,25709,121.333333333333,20681,418,1621,1548,436,590,2028,2347,1812,3271,1389,708,342,594,1899,2166,2431,3596,1400,741,395
"204",91303,26855,108.333333333333,5958,1033,16416,4861,4869,1082,1923,3829,3655,2316,632,310,160,1066,1788,3137,3291,2228,772,425,241
"205",91304,50231,293,19471,2384,20160,8496,6967,1662,3555,5612,5318,5081,1925,1040,634,1584,3411,5217,5314,5286,2226,1228,1138
"206",91306,45061,236.666666666667,12527,1924,21370,7132,7475,1597,2979,5355,5229,4526,1682,839,472,1411,2857,4737,5027,4672,1858,1040,780
"207",91307,24474,190,16413,678,3323,1320,1017,611,1677,2093,2090,3053,1167,768,480,544,1572,1966,2288,3162,1296,998,709
"208",91311,36557,265,19873,1475,7934,1772,2360,864,2013,3521,3432,4338,1993,1096,581,833,1920,3299,3531,4700,2275,1228,933
"209",91316,26898,194,19625,929,3348,2641,1337,751,1235,2118,3067,2631,1328,915,672,740,1162,2287,3149,3020,1719,1151,953
"210",91320,44274,209.333333333333,30185,507,7479,2780,1864,1300,3556,3901,4434,5151,2175,974,461,1289,3370,3484,4725,5312,2277,1116,749
"211",91321,34882,227.333333333333,15052,907,15934,5732,5587,1327,2557,4476,3615,3125,1202,676,424,1228,2354,3921,3439,3207,1357,970,1004
"212",91324,27669,182,10655,1252,10010,3945,2510,770,1716,3443,2735,2666,1114,642,459,733,1657,3248,2739,2909,1292,831,715
"213",91325,32417,217.333333333333,13667,1732,10429,5054,2453,831,1777,4533,3050,3107,1249,711,561,870,1654,4350,3084,3355,1453,916,916
"214",91326,33708,183.666666666667,16979,1087,4504,2165,1396,817,2107,3142,2848,3892,1996,1068,524,764,2000,2965,3275,4238,2210,1145,717
